Distance_(microns),Gray_Value
69.615,120.741
69.680,120.110
69.745,116.762
69.810,115.304
69.875,118.305
69.940,119.621
70.005,122.170
70.070,127.305
70.135,126.393
70.200,122.058
70.265,118.736
70.330,114.113
70.395,104.644
70.460,100.300
70.525,97.731
70.590,91.609
70.655,84.931
70.720,82.081
70.785,82.047
70.850,84.309
70.915,86.197
70.980,88.358
71.045,87.730
71.110,86.056
71.175,80.232
71.240,77.056
71.305,78.130
71.370,75.828
71.435,73.087
71.500,70.695
71.565,71.068
71.630,71.143
71.695,68.223
71.760,69.409
71.825,71.529
71.890,73.481
71.955,73.110
72.020,73.332
72.085,75.853
72.150,77.434
72.215,77.056
72.280,78.895
72.345,80.294
72.410,82.789
72.475,79.875
72.540,77.667
72.605,78.900
72.670,77.346
72.735,76.887
72.800,78.461
72.865,82.063
72.930,77.061
72.995,74.154
73.060,74.269
73.125,75.953
73.190,78.473
73.255,78.404
73.320,76.066
73.385,77.048
73.450,80.701
73.515,80.592
73.580,77.647
73.645,75.604
73.710,74.971
73.775,72.572
73.840,74.556
73.905,76.763
73.970,79.332
74.035,82.663
74.100,81.843
74.165,78.958
74.230,75.231
74.295,73.252
74.360,75.076
74.425,74.345
74.490,72.259
74.555,74.533
74.620,75.393
74.685,74.036
74.750,72.873
74.815,74.243
74.880,73.687
74.945,73.246
75.010,71.965
75.075,67.907
75.140,65.673
75.205,64.049
75.270,63.554
75.335,65.391
75.400,66.705
75.465,67.141
75.530,67.993
75.595,66.610
75.660,68.604
75.725,71.310
75.790,72.814
75.855,76.870
75.920,78.766
75.985,80.151
76.050,81.696
76.115,82.744
76.180,81.356
76.245,76.822
76.310,74.217
76.375,74.225
76.440,72.885
76.505,71.360
76.570,71.089
76.635,71.427
76.700,69.868
76.765,68.334
76.830,68.479
76.895,70.220
76.960,72.472
77.025,74.646
77.090,76.554
77.155,75.308
77.220,73.742
77.285,73.797
77.350,72.582
77.415,68.957
77.480,65.599
77.545,64.183
77.610,63.975
77.675,63.747
77.740,63.713
77.805,64.886
77.870,66.573
77.935,68.843
78.000,69.920
78.065,72.600
78.130,70.876
78.195,68.405
78.260,67.166
78.325,64.278
78.390,61.880
78.455,58.872
78.520,57.651
78.585,58.604
78.650,61.132
78.715,64.723
78.780,67.864
78.845,71.206
78.910,74.027
78.975,76.814
79.040,77.165
79.105,76.183
79.170,76.520
79.235,77.898
79.300,78.883
79.365,79.136
79.430,78.955
79.495,79.119
79.560,79.944
79.625,84.086
79.690,82.387
79.755,81.954
79.820,84.102
79.885,89.506
79.950,90.912
80.015,91.272
80.080,91.330
80.145,90.542
80.210,88.407
80.275,86.891
80.340,86.174
80.405,89.368
80.470,90.453
80.535,90.724
80.600,91.972
80.665,92.263
80.730,89.808
80.795,89.465
80.860,89.515
80.925,84.736
80.990,84.873
81.055,87.237
81.120,93.023
81.185,97.790
81.250,104.896
81.315,108.156
81.380,111.460
81.445,113.416
81.510,115.378
81.575,114.542
81.640,106.688
81.705,102.137
81.770,99.464
81.835,93.444
81.900,89.038
81.965,88.414
82.030,90.487
82.095,92.456
82.160,95.030
82.225,100.381
82.290,104.471
82.355,111.223
82.420,110.702
82.485,109.104
82.550,114.387
82.615,119.912
82.680,124.801
82.745,130.231
82.810,132.317
82.875,138.139
82.940,139.084
83.005,139.538
83.070,144.756
83.135,147.581
83.200,147.082
83.265,148.843
83.330,150.385
83.395,146.991
83.460,146.517
83.525,147.415
83.590,145.009
83.655,141.408
83.720,137.807
83.785,135.532
83.850,134.073
83.915,130.743
83.980,126.558
84.045,125.448
84.110,125.186
84.175,123.290
84.240,124.229
84.305,127.766
84.370,128.255
84.435,125.840
84.500,126.870
84.565,131.521
84.630,131.095
84.695,129.672
84.760,130.244
84.825,133.617
84.890,135.033
84.955,137.233
85.020,136.299
85.085,135.265
85.150,137.553
85.215,136.344
85.280,135.322
85.345,134.789
85.410,132.095
85.475,131.424
85.540,130.323
85.605,130.680
85.670,129.385
85.735,127.047
85.800,124.701
85.865,125.995
85.930,129.331
85.995,130.370
86.060,127.695
86.125,127.883
86.190,128.760
86.255,129.035
86.320,126.136
86.385,126.361
86.450,128.873
86.515,129.629
86.580,128.777
86.645,129.058
86.710,130.895
86.775,132.488
86.840,132.185
86.905,131.042
86.970,131.379
87.035,128.418
87.100,126.161
87.165,129.565
87.230,129.400
87.295,127.677
87.360,128.928
87.425,130.763
87.490,131.331
87.555,130.305
87.620,130.515
87.685,130.674
87.750,130.186
87.815,130.040
87.880,131.777
87.945,132.280
88.010,130.621
88.075,132.016
88.140,133.190
88.205,132.231
88.270,132.869
88.335,132.944
88.400,132.145
88.465,133.639
88.530,133.121
88.595,132.750
88.660,138.099
88.725,138.223
88.790,133.116
88.855,134.148
88.920,136.329
88.985,138.391
89.050,137.155
89.115,135.330
89.180,135.701
89.245,137.329
89.310,135.040
89.375,129.904
89.440,132.511
89.505,131.337
89.570,129.046
89.635,130.024
89.700,132.399
89.765,131.170
89.830,131.257
89.895,128.976
89.960,127.196
90.025,127.049
90.090,127.288
90.155,126.669
90.220,128.029
90.285,128.731
90.350,127.885
90.415,131.479
90.480,136.986
90.545,136.066
90.610,133.405
90.675,134.571
90.740,134.781
90.805,133.007
90.870,131.177
90.935,127.757
91.000,124.197
91.065,125.294
91.130,122.170
91.195,126.199
91.260,126.182
91.325,125.951
91.390,126.565
91.455,125.529
91.520,129.437
91.585,128.077
91.650,129.775
91.715,131.905
91.780,132.656
91.845,134.963
91.910,133.264
91.975,129.393
92.040,132.270
92.105,130.748
92.170,130.498
92.235,132.232
92.300,131.936
92.365,133.760
92.430,133.586
92.495,131.171
92.560,128.075
92.625,134.269
92.690,136.989
92.755,137.026
92.820,131.962
92.885,129.592
92.950,129.477
93.015,124.822
93.080,125.626
93.145,128.084
93.210,128.227
93.275,126.887
93.340,124.320
93.405,125.567
93.470,129.637
93.535,126.989
93.600,127.293
93.665,130.647
93.730,132.093
93.795,133.229
93.860,131.774
93.925,131.645
93.990,132.067
94.055,133.477
94.120,135.640
94.185,132.043
94.250,127.713
94.315,120.284
94.380,119.405
94.445,117.913
94.510,113.918
94.575,112.620
94.640,108.894
94.705,106.515
94.770,111.018
94.835,114.186
94.900,117.988
94.965,123.246
95.030,126.967
95.095,130.301
95.160,132.020
95.225,127.227
95.290,122.424
95.355,119.448
95.420,119.013
95.485,115.717
95.550,114.626
95.615,116.811
95.680,118.210
95.745,114.773
95.810,112.195
95.875,114.084
95.940,115.065
96.005,113.582
96.070,113.850
96.135,115.327
96.200,115.053
96.265,113.908
96.330,112.456
96.395,112.715
96.460,114.994
96.525,116.271
96.590,114.530
96.655,114.502
96.720,112.197
96.785,108.845
96.850,109.567
96.915,111.340
96.980,112.126
97.045,110.565
97.110,110.933
97.175,113.639
97.240,115.538
97.305,113.895
97.370,115.079
97.435,119.196
97.500,122.139
97.565,122.943
97.630,126.553
97.695,128.030
97.760,127.339
97.825,126.311
97.890,127.309
97.955,130.596
98.020,131.461
98.085,129.412
98.150,128.536
98.215,127.636
98.280,128.988
98.345,128.824
98.410,128.193
98.475,129.491
98.540,130.068
98.605,130.191
98.670,130.590
98.735,130.758
98.800,130.531
98.865,129.379
98.930,126.797
98.995,127.166
99.060,130.585
99.125,129.026
99.190,125.851
99.255,127.731
99.320,128.302
99.385,125.274
99.450,127.583
99.515,125.705
99.580,123.970
99.645,128.278
99.710,127.947
99.775,127.791
99.840,126.676
99.905,126.350
99.970,127.000
100.035,124.324
100.100,126.219
100.165,130.795
100.230,127.339
100.295,127.286
100.360,125.246
100.425,126.594
100.490,128.384
100.555,128.983
100.620,128.126
100.685,124.807
100.750,128.539
100.815,133.206
100.880,129.035
100.945,131.105
101.010,131.460
101.075,129.000
101.140,129.014
101.205,127.153
